Descarga,Lyric,Style
https://cdn.discordapp.com/attachments/1135911532732108921/1183659629692071956/chirp.mp4?ex=658923ef&amp,"[Rap] Yo, It's Rexx..

Moonlit whispers, secrets untold, Loneliness, my canvas, stories unfold. Rhymes and rhythms, like stars align, In the vast silence, my soul entwined 
Streets empty, shadows dance, In solitude, I take my chance. A lone journey, through the maze, In the rhythm of nights, lost in a daze.",['Saddest Melancholic Melodious Vocals']
https://cdn.discordapp.com/attachments/1135911532732108921/1183659630207975454/chirp.mp4?ex=658923ef&amp,"[Rap] Yo, It's Rexx..

Moonlit whispers, secrets untold, Loneliness, my canvas, stories unfold. Rhymes and rhythms, like stars align, In the vast silence, my soul entwined 
Streets empty, shadows dance, In solitude, I take my chance. A lone journey, through the maze, In the rhythm of nights, lost in a daze.",['Saddest Melancholic Melodious Vocals']
https://cdn.discordapp.com/attachments/1135911532732108921/1183660726699692093/chirp.mp4?ex=658924f4&amp,"[Rap] Yo, It's Rexx..

Moonlit whispers, secrets untold, Loneliness, my canvas, stories unfold. Rhymes and rhythms, like stars align, In the vast silence, my soul entwined 
Streets empty, shadows dance, In solitude, I take my chance. A lone journey, through the maze, In the rhythm of nights, lost in a daze.",['Saddest Melancholic Melodious Vocals']
https://cdn.discordapp.com/attachments/1135911532732108921/1183667137651413052/chirp.mp4?ex=65892aed&amp,"[Verse]
Hydration, essential for our health
Gotta hydrate, take care of yourself
Sip it up, drink it down, keep it flowing
Water's the remedy, always worth knowing

[Chorus]
Drink that water, stay refreshed
Quench your thirst, you know it's the best
H2O, the elixir of life
Stay hydrated, it's the way to thrive",['rap']
https://cdn.discordapp.com/attachments/1135911532732108921/1183667138079248415/chirp.mp4?ex=65892aed&amp,"[Verse]
Hydration, essential for our health
Gotta hydrate, take care of yourself
Sip it up, drink it down, keep it flowing
Water's the remedy, always worth knowing

[Chorus]
Drink that water, stay refreshed
Quench your thirst, you know it's the best
H2O, the elixir of life
Stay hydrated, it's the way to thrive",['rap']
https://cdn.discordapp.com/attachments/1135911532732108921/1183670897857527808/chirp.mp4?ex=65892e6d&amp,"Ты ночной кошмар, что растаял по утру
Я по-прежнему красива, хоть казалось, что умру
Между нами дым, слёзы и горящий мост
Пусть со мной так сложно было, но и ты, пацан, не прост
Мне очень жалко твою новую девчонку
Я не ревную, правда, я же отпустила
Начнёшь опять издалека и потихоньку
Посмотришь сторис, дальше лайк и закрутилось
И понеслась, опять звонки, утро в миноре
Так было сотни раз, пока я не остыла
Но ты не понял при последнем разговоре
Я поумнела или просто разлюбила
Припев:
А ты... По барам, в пьяном угаре
Что же ты парень, снова вспоминаешь о том
Как мы гуляли по тротуарам, мокрым и старым
Утром под дождём босиком
По барам, я твоя кара
Я твоя карма, ты найдёшь в толпе мой типаж
Ты подкатил, и она запала
Но это вновь не я, а мираж",['Pop dance']
https://cdn.discordapp.com/attachments/1135911532732108921/1183670898734137445/chirp.mp4?ex=65892e6d&amp,"Ты ночной кошмар, что растаял по утру
Я по-прежнему красива, хоть казалось, что умру
Между нами дым, слёзы и горящий мост
Пусть со мной так сложно было, но и ты, пацан, не прост
Мне очень жалко твою новую девчонку
Я не ревную, правда, я же отпустила
Начнёшь опять издалека и потихоньку
Посмотришь сторис, дальше лайк и закрутилось
И понеслась, опять звонки, утро в миноре
Так было сотни раз, пока я не остыла
Но ты не понял при последнем разговоре
Я поумнела или просто разлюбила
Припев:
А ты... По барам, в пьяном угаре
Что же ты парень, снова вспоминаешь о том
Как мы гуляли по тротуарам, мокрым и старым
Утром под дождём босиком
По барам, я твоя кара
Я твоя карма, ты найдёшь в толпе мой типаж
Ты подкатил, и она запала
Но это вновь не я, а мираж",['Pop dance']
https://cdn.discordapp.com/attachments/1135911532732108921/1183673362380247153/chirp.mp4?ex=658930b9&amp,love song,['random']
https://cdn.discordapp.com/attachments/1135911532732108921/1183673363101659186/chirp.mp4?ex=658930b9&amp,love song,['random']
https://cdn.discordapp.com/attachments/1135911532732108921/1183673534699028510/chirp.mp4?ex=658930e2&amp,"[Chorus]
在霓虹下的罗凯，夜色中舞步轻摇，
每个夜晚都是他的舞台，妹子围绕在他身边。
罗凯，罗凯，夜场的王者，无人能挡，
每个夜晚，都是他的狂欢派对，直到黎明到来。

[Verse]
夜幕降临，罗凯的故事开始，
每个角落，都留下他的足迹。
音乐起，灯光闪，他是这夜晚的主宰，
每个眼神，都在寻找，罗凯的身影。",['random']
