Descarga,Lyric,Style
https://cdn.discordapp.com/attachments/1128313332273782784/1182268733750784070/chirp.mp4?ex=6584148f&amp,"(Pre-Chorus)
Каждый день, когда я просыпаюсь рядом с тобой,
Понимаю, насколько счастлива я в этом мире.
Ты - мой камень опоры, мой лучший друг,
С тобой я всегда чувствую себя на высоте.

(Chorus)
Аличка, моя любовь,
Ты - мое счастье, мой уют.
За твою нежность и ласку,
Я благодарю каждый день.

(Verse 2)
Мы прошли вместе много испытаний,
И всегда ты был рядом, поддержкой моей.
Твоя улыбка освещает мои дни,
С тобой я чувствую, что побеждаю все трудности.",['рор']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268734388310026/chirp.mp4?ex=6584148f&amp,"(Pre-Chorus)
Каждый день, когда я просыпаюсь рядом с тобой,
Понимаю, насколько счастлива я в этом мире.
Ты - мой камень опоры, мой лучший друг,
С тобой я всегда чувствую себя на высоте.

(Chorus)
Аличка, моя любовь,
Ты - мое счастье, мой уют.
За твою нежность и ласку,
Я благодарю каждый день.

(Verse 2)
Мы прошли вместе много испытаний,
И всегда ты был рядом, поддержкой моей.
Твоя улыбка освещает мои дни,
С тобой я чувствую, что побеждаю все трудности.",['рор']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268738695868497/chirp.mp4?ex=65841490&amp,"[Verse]
Waking up, the sun's barely shining
Living alone, feeling the emptiness inside
Missing home, where I belong
But I gotta keep going, gotta stay strong

[Chorus]
Every day, I'll chase my dreams
Working hard, it's not as easy as it seems
Far away, from the ones I love
But I'll keep pushing, to rise above",['pop']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268739446636615/chirp.mp4?ex=65841490&amp,"[Verse]
Waking up, the sun's barely shining
Living alone, feeling the emptiness inside
Missing home, where I belong
But I gotta keep going, gotta stay strong

[Chorus]
Every day, I'll chase my dreams
Working hard, it's not as easy as it seems
Far away, from the ones I love
But I'll keep pushing, to rise above",['pop']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268743288635433/chirp.mp4?ex=65841491&amp,"[Verse]
In the land of Vrindavan, a love story was born
Krishna and Radha, their hearts forever torn
They danced in moonlight, their souls entwined
A divine connection, a love so kind

[Chorus]
Krishna and Radha, dancing hand in hand
Their love like a river, flowing across the land
Their feet moved in rhythm, their hearts beat as one
In the ecstasy of love, their union was begun",['random']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268743921963008/chirp.mp4?ex=65841492&amp,"[Verse]
In the land of Vrindavan, a love story was born
Krishna and Radha, their hearts forever torn
They danced in moonlight, their souls entwined
A divine connection, a love so kind

[Chorus]
Krishna and Radha, dancing hand in hand
Their love like a river, flowing across the land
Their feet moved in rhythm, their hearts beat as one
In the ecstasy of love, their union was begun",['random']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268825060790413/chirp.mp4?ex=658414a5&amp,"[Verse 1]
Happy birthday, Estelle Aka Buffy from Suresnes
Let's celebrate you're birthday with a raw energy
you're from Amiens, where the music's alive
We'll shake it up and make the walls revive

[Chorus]
You rock, raise your fists up high
Today, let's go wild and ride the snow
Happy birthday, Estelle rock Girl
Oh, let the rock spirit set us free

[Verse 2]
Happy birthday, Estelle Aka the zumba queen
Let's celebrate you're birthday with snowboarding day
you're from Amiens, But now you'r a parisien girl
We'll shake it up and make the walls revive

[Chorus]
You rock, raise your fists up high
Today, let's go wild and ride the snow
Happy birthday, Estelle rock Girl
Happy birthday Estelle rock girl",['Punkaa']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268825664753706/chirp.mp4?ex=658414a5&amp,"[Verse 1]
Happy birthday, Estelle Aka Buffy from Suresnes
Let's celebrate you're birthday with a raw energy
you're from Amiens, where the music's alive
We'll shake it up and make the walls revive

[Chorus]
You rock, raise your fists up high
Today, let's go wild and ride the snow
Happy birthday, Estelle rock Girl
Oh, let the rock spirit set us free

[Verse 2]
Happy birthday, Estelle Aka the zumba queen
Let's celebrate you're birthday with snowboarding day
you're from Amiens, But now you'r a parisien girl
We'll shake it up and make the walls revive

[Chorus]
You rock, raise your fists up high
Today, let's go wild and ride the snow
Happy birthday, Estelle rock Girl
Happy birthday Estelle rock girl",['Punkaa']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268834749612083/chirp.mp4?ex=658414a7&amp,"[Chorus]
Nari vindzané (ri vindzané), rissi soukoumané (chériyé)
Mchéwangou (wawé wangou) nari vindzané (za kwéli)
Ri vindzané, ri parané (mchéwangou ri vindzané eh-eh-eh)
Za kwéli ri parané (ri parané), wami na wawé (ri vindzané)",['sertanejo']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268835487817728/chirp.mp4?ex=658414a7&amp,"[Chorus]
Nari vindzané (ri vindzané), rissi soukoumané (chériyé)
Mchéwangou (wawé wangou) nari vindzané (za kwéli)
Ri vindzané, ri parané (mchéwangou ri vindzané eh-eh-eh)
Za kwéli ri parané (ri parané), wami na wawé (ri vindzané)",['sertanejo']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268947937112114/chirp.mp4?ex=658414c2&amp,"(Verse 1)
In the halls of healing, where courage takes flight,
Muskan walks with purpose, in the neon-lit night.
BSc Nursing, the path she's chosen,
A brave soul, in a world that's frozen.

From stethoscopes to scrubs, in the ER's glow,
Najra Anwary shines, letting her strength show.
Patient whispers, heartbeat rhythms in sync,
She's the remedy when life's on the brink.

(Chorus)
Muskan, the nickname that echoes the halls,
A melody of courage, as the night-time calls.
Brave girl in the chaos, where angels tread,
Najra Anwary, stitching dreams, not thread.

(Verse 2)
A symphony of healing, a rap of the heart,
In the corridors of challenge, she plays her part.
Science and compassion, a potent blend,
She's a nurse, a hero, on whom we depend.",['rap']
https://cdn.discordapp.com/attachments/1128313332273782784/1182268948553678919/chirp.mp4?ex=658414c2&amp,"(Verse 1)
In the halls of healing, where courage takes flight,
Muskan walks with purpose, in the neon-lit night.
BSc Nursing, the path she's chosen,
A brave soul, in a world that's frozen.

From stethoscopes to scrubs, in the ER's glow,
Najra Anwary shines, letting her strength show.
Patient whispers, heartbeat rhythms in sync,
She's the remedy when life's on the brink.

(Chorus)
Muskan, the nickname that echoes the halls,
A melody of courage, as the night-time calls.
Brave girl in the chaos, where angels tread,
Najra Anwary, stitching dreams, not thread.

(Verse 2)
A symphony of healing, a rap of the heart,
In the corridors of challenge, she plays her part.
Science and compassion, a potent blend,
She's a nurse, a hero, on whom we depend.",['rap']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269023593955348/chirp.mp4?ex=658414d4&amp,"Ivan, bljad, jacky dose, 10 tausend Euro couch, Mercedes e klasse, v8","['rock</span><span>, female vocal</span><span>, bas guitar</span><span>, drum']"
https://cdn.discordapp.com/attachments/1128313332273782784/1182269024034377738/chirp.mp4?ex=658414d4&amp,"Ivan, bljad, jacky dose, 10 tausend Euro couch, Mercedes e klasse, v8","['rock</span><span>, female vocal</span><span>, bas guitar</span><span>, drum']"
https://cdn.discordapp.com/attachments/1128313332273782784/1182269069467058207/chirp.mp4?ex=658414df&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['Country']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269069899092048/chirp.mp4?ex=658414df&amp,"[intro]
[verse 1]
Я навсегда запомню ночь, 
Когда всё это началось 
Под утро я с ума сошла 
Зачем же я тебя нашла!?",['Country']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269090195324969/chirp.mp4?ex=658414e4&amp,"Strophe 1:
In der Stadt, wo die Werbung nie schläft,
Findet man einen Cowboy, der seine Versprechen hält.
Carlos, der Chef, mit Charme und mit Stil,
Leitet seine Agentur, mit einem klaren Ziel.

Refrain:
Carlos, der Agentur Cowboy, furchtlos und frei,
Mit Ideen so wild, wie der Himmel so weit.
Asana ist sein Pferd, auf dem er reitet,
Erledigt die Aufgaben, die niemand begleitet.",['random']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269090694430720/chirp.mp4?ex=658414e4&amp,"Strophe 1:
In der Stadt, wo die Werbung nie schläft,
Findet man einen Cowboy, der seine Versprechen hält.
Carlos, der Chef, mit Charme und mit Stil,
Leitet seine Agentur, mit einem klaren Ziel.

Refrain:
Carlos, der Agentur Cowboy, furchtlos und frei,
Mit Ideen so wild, wie der Himmel so weit.
Asana ist sein Pferd, auf dem er reitet,
Erledigt die Aufgaben, die niemand begleitet.",['random']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269167609589770/chirp.mp4?ex=658414f7&amp,"You, descending from the stars in the sky,

Bringing hope and love as the days go by,

A humble gift wrapped in heavenly light,

Guiding us through the darkest winter night.
In a manger, you found your humble bed,

A savior born, salvation's thread,

From Bethlehem's fields to the scorching desert sand,

Your presence shines, like a guiding hand.",['random christmas']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269168133885952/chirp.mp4?ex=658414f7&amp,"You, descending from the stars in the sky,

Bringing hope and love as the days go by,

A humble gift wrapped in heavenly light,

Guiding us through the darkest winter night.
In a manger, you found your humble bed,

A savior born, salvation's thread,

From Bethlehem's fields to the scorching desert sand,

Your presence shines, like a guiding hand.",['random christmas']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269406840115251/chirp.mp4?ex=65841530&amp,"Tu discendi dalle stelle del cielo,
Portando speranza e amore come i giorni passano,
Un umile dono avvolto nella luce celeste,
Guidandoci attraverso la notte invernale più buia.In una mangiatoia, hai trovato il tuo modesto letto,
Un salvatore nato, il filo della salvezza,
Dai campi di Betlemme alla sabbia rovente del deserto,
La tua presenza brilla, come una mano guida.",['slow wintery']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269407301480488/chirp.mp4?ex=65841530&amp,"Tu discendi dalle stelle del cielo,
Portando speranza e amore come i giorni passano,
Un umile dono avvolto nella luce celeste,
Guidandoci attraverso la notte invernale più buia.In una mangiatoia, hai trovato il tuo modesto letto,
Un salvatore nato, il filo della salvezza,
Dai campi di Betlemme alla sabbia rovente del deserto,
La tua presenza brilla, come una mano guida.",['slow wintery']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269408375210054/chirp.mp4?ex=65841530&amp,"[Verse]
Snowflakes falling from the sky
Painting the world in white
Silent whispers in the cold
A moment frozen, untold

[Chorus]
Welcome changes, winter's here
Embracing warmth with hearts sincere
In this season, dreams take flight
Underneath the pale moonlight",['pop']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269409046310983/chirp.mp4?ex=65841530&amp,"[Verse]
Snowflakes falling from the sky
Painting the world in white
Silent whispers in the cold
A moment frozen, untold

[Chorus]
Welcome changes, winter's here
Embracing warmth with hearts sincere
In this season, dreams take flight
Underneath the pale moonlight",['pop']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269411424481310/chirp.mp4?ex=65841531&amp,"deeznuts deeznuts deeznuts ligma ligma ligma balls
deeeeznuts ye, ye. 
dragon? draggin deeznuts ye
deeznuts deeznuts deeznuts ligma ligma ligma balls",['rap']
https://cdn.discordapp.com/attachments/1128313332273782784/1182269411860692992/chirp.mp4?ex=65841531&amp,"deeznuts deeznuts deeznuts ligma ligma ligma balls
deeeeznuts ye, ye. 
dragon? draggin deeznuts ye
deeznuts deeznuts deeznuts ligma ligma ligma balls",['rap']
