Descarga,Lyric,Style
https://cdn.discordapp.com/attachments/1135903449314238464/1182255941492670504/chirp.mp4?ex=658408a5&amp,"In the winter of December.
I met a lion boy who could burn me,
He is like a wild lion,
Caught my attention and lit up my world.
Dispelling loneliness with a fiery touch
I know I'm falling into a lion's trap,
Gradually lose myself and become the king in my heart.

He is as tall and strong as a lion,
Armed with confidence under the bright sun, 
A proud child with a simple heart.
In this tired world, 
With a roaring heart and such a free spirit, 
Under the starry night, we fit together so well,
He is the sun and I am the moon, 
every time, every moments
In the hot embrace, in the moist warmth, 
In this passion, we find our own rhythme",['EDM']
https://cdn.discordapp.com/attachments/1135903449314238464/1182255942042136607/chirp.mp4?ex=658408a5&amp,"In the winter of December.
I met a lion boy who could burn me,
He is like a wild lion,
Caught my attention and lit up my world.
Dispelling loneliness with a fiery touch
I know I'm falling into a lion's trap,
Gradually lose myself and become the king in my heart.

He is as tall and strong as a lion,
Armed with confidence under the bright sun, 
A proud child with a simple heart.
In this tired world, 
With a roaring heart and such a free spirit, 
Under the starry night, we fit together so well,
He is the sun and I am the moon, 
every time, every moments
In the hot embrace, in the moist warmth, 
In this passion, we find our own rhythme",['EDM']
https://cdn.discordapp.com/attachments/1135903449314238464/1182256252978470962/chirp.mp4?ex=658408ef&amp,"Verse 1:
Brush, brush, smile big
Brush bugs away
Clean all over
Be happy!

Chorus:

Brush your teeth
Fight the bugs
Keep them clean
Smile bright!

Verse 2:
Brush bottom nice
Bugs don’t stay
Smooth like silk

Verse 3:
Brush up on top
Bright white, yay!

Chorus:
Brush your teeth
Fight the bugs
Keep them clean
Smile bright!

Verse 4:
Brush day and night
No more bugs!
Smiles fresh and bright",['happy song for kids']
https://cdn.discordapp.com/attachments/1135903449314238464/1182256253494378526/chirp.mp4?ex=658408f0&amp,"Verse 1:
Brush, brush, smile big
Brush bugs away
Clean all over
Be happy!

Chorus:

Brush your teeth
Fight the bugs
Keep them clean
Smile bright!

Verse 2:
Brush bottom nice
Bugs don’t stay
Smooth like silk

Verse 3:
Brush up on top
Bright white, yay!

Chorus:
Brush your teeth
Fight the bugs
Keep them clean
Smile bright!

Verse 4:
Brush day and night
No more bugs!
Smiles fresh and bright",['happy song for kids']
https://cdn.discordapp.com/attachments/1135903449314238464/1182256643438817290/chirp.mp4?ex=6584094d&amp,"In the winter of December.
I met a lion boy who could burn me,
He is like a wild lion,
Caught my attention and lit up my world.
Dispelling loneliness with a fiery touch
I know I'm falling into a lion's trap,
Gradually lose myself and become the king in my heart.

He is as tall and strong as a lion,
Armed with confidence under the bright sun, 
A proud child with a simple heart.
In this tired world, 
With a roaring heart and such a free spirit, 
Under the starry night, we fit together so well,
He is the sun and I am the moon, 
every time, every moments
In the hot embrace, in the moist warmth, 
In this passion, we find our own rhythme",['EDM']
https://cdn.discordapp.com/attachments/1135903449314238464/1182256644051177502/chirp.mp4?ex=6584094d&amp,"In the winter of December.
I met a lion boy who could burn me,
He is like a wild lion,
Caught my attention and lit up my world.
Dispelling loneliness with a fiery touch
I know I'm falling into a lion's trap,
Gradually lose myself and become the king in my heart.

He is as tall and strong as a lion,
Armed with confidence under the bright sun, 
A proud child with a simple heart.
In this tired world, 
With a roaring heart and such a free spirit, 
Under the starry night, we fit together so well,
He is the sun and I am the moon, 
every time, every moments
In the hot embrace, in the moist warmth, 
In this passion, we find our own rhythme",['EDM']
https://cdn.discordapp.com/attachments/1135903449314238464/1182256644931989544/chirp.mp4?ex=6584094d&amp,"Иван Иванович Семак 
ездите на поезде и курит табак",['random']
https://cdn.discordapp.com/attachments/1135903449314238464/1182256645393350707/chirp.mp4?ex=6584094d&amp,"Иван Иванович Семак 
ездите на поезде и курит табак",['random']
https://cdn.discordapp.com/attachments/1135903449314238464/1182256853913186345/chirp.mp4?ex=6584097f&amp,"Иван Иванович Семак 
ездите на поезде и курит табак",['random']
https://cdn.discordapp.com/attachments/1135903449314238464/1182258443336294410/chirp.mp4?ex=65840afa&amp,"Verse 1:
Brush, brush, smile big
Brush bugs away
Clean all over
Be happy!

Chorus:

Brush your teeth
Fight the bugs
Keep them clean
Smile bright!

Verse 2:
Brush bottom nice
Bugs don’t stay
Smooth like silk

Verse 3:
Brush up on top
Bright white, yay!

Chorus:
Brush your teeth
Fight the bugs
Keep them clean
Smile bright!

Verse 4:
Brush day and night
No more bugs!
Smiles fresh and bright","['happy song for kids</span><span>, over']"
https://cdn.discordapp.com/attachments/1135903449314238464/1182258443843813468/chirp.mp4?ex=65840afa&amp,"Verse 1:
Brush, brush, smile big
Brush bugs away
Clean all over
Be happy!

Chorus:

Brush your teeth
Fight the bugs
Keep them clean
Smile bright!

Verse 2:
Brush bottom nice
Bugs don’t stay
Smooth like silk

Verse 3:
Brush up on top
Bright white, yay!

Chorus:
Brush your teeth
Fight the bugs
Keep them clean
Smile bright!

Verse 4:
Brush day and night
No more bugs!
Smiles fresh and bright","['happy song for kids</span><span>, over']"
