Descarga,Lyric,Style
https://cdn.discordapp.com/attachments/1128313332273782784/1183699385524158494/chirp.mp4?ex=658948f5&amp,"(Verse)
In a garden full of dreams,
Where laughter flows in gentle streams,
Every smile is a glowing light,
Guiding us through the darkest night.

(Chorus)
Let's dance in the moon's embrace,
Chase the stars, let's find our place,
In this world of wonder and grace,
Where love's melody finds its space.",['kids']
https://cdn.discordapp.com/attachments/1128313332273782784/1183699386161705030/chirp.mp4?ex=658948f5&amp,"(Verse)
In a garden full of dreams,
Where laughter flows in gentle streams,
Every smile is a glowing light,
Guiding us through the darkest night.

(Chorus)
Let's dance in the moon's embrace,
Chase the stars, let's find our place,
In this world of wonder and grace,
Where love's melody finds its space.",['kids']
https://cdn.discordapp.com/attachments/1128313332273782784/1183699486854348830/chirp.mp4?ex=6589490d&amp,"Verse 1:
ในค่ำคืนที่เงียบงัน ฉันพบเธอในฝัน
ดวงดาวที่ลอยละล่อง เป็นพยานแห่งรัก
แต่ละหยดฝน ที่หล่นลงมา
เหมือนเสียงหัวใจ ที่เรียกร้องหา

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์ที่อ่อนหวาน ซุกซ่อนความลับ
เราเต้นรำใต้ดาว ฝันในฝัน

Verse 2:
หัวใจที่เต้นรัว เมื่อเธอเข้ามาใกล้
เสียงเพลงของลม ซุบซิบว่ารัก
ทุกย่างก้าวที่เราเดิน บนทางนี้
เป็นคำตอบของฝัน ที่ไม่เคยจางหาย

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์ที่อ่อนหวาน ซุกซ่อนความลับ
เราเต้นรำใต้ดาว ฝันในฝัน

Bridge:
ฝันที่ไม่มีวันจบสิ้น
เพราะในทุกๆ คืน ฉันมีเธอ
แม้ตื่นขึ้นมา ก็ยังคงรู้สึก
ว่ารักนี้ ไม่เคยห่างไกล

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์",['pop']
https://cdn.discordapp.com/attachments/1128313332273782784/1183699487408017518/chirp.mp4?ex=6589490d&amp,"Verse 1:
ในค่ำคืนที่เงียบงัน ฉันพบเธอในฝัน
ดวงดาวที่ลอยละล่อง เป็นพยานแห่งรัก
แต่ละหยดฝน ที่หล่นลงมา
เหมือนเสียงหัวใจ ที่เรียกร้องหา

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์ที่อ่อนหวาน ซุกซ่อนความลับ
เราเต้นรำใต้ดาว ฝันในฝัน

Verse 2:
หัวใจที่เต้นรัว เมื่อเธอเข้ามาใกล้
เสียงเพลงของลม ซุบซิบว่ารัก
ทุกย่างก้าวที่เราเดิน บนทางนี้
เป็นคำตอบของฝัน ที่ไม่เคยจางหาย

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์ที่อ่อนหวาน ซุกซ่อนความลับ
เราเต้นรำใต้ดาว ฝันในฝัน

Bridge:
ฝันที่ไม่มีวันจบสิ้น
เพราะในทุกๆ คืน ฉันมีเธอ
แม้ตื่นขึ้นมา ก็ยังคงรู้สึก
ว่ารักนี้ ไม่เคยห่างไกล

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์",['pop']
https://cdn.discordapp.com/attachments/1128313332273782784/1183699634812633089/chirp.mp4?ex=65894931&amp,"Verse 1:
ในค่ำคืนที่เงียบงัน ฉันพบเธอในฝัน
ดวงดาวที่ลอยละล่อง เป็นพยานแห่งรัก
แต่ละหยดฝน ที่หล่นลงมา
เหมือนเสียงหัวใจ ที่เรียกร้องหา

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์ที่อ่อนหวาน ซุกซ่อนความลับ
เราเต้นรำใต้ดาว ฝันในฝัน

Verse 2:
หัวใจที่เต้นรัว เมื่อเธอเข้ามาใกล้
เสียงเพลงของลม ซุบซิบว่ารัก
ทุกย่างก้าวที่เราเดิน บนทางนี้
เป็นคำตอบของฝัน ที่ไม่เคยจางหาย

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์ที่อ่อนหวาน ซุกซ่อนความลับ
เราเต้นรำใต้ดาว ฝันในฝัน

Bridge:
ฝันที่ไม่มีวันจบสิ้น
เพราะในทุกๆ คืน ฉันมีเธอ
แม้ตื่นขึ้นมา ก็ยังคงรู้สึก
ว่ารักนี้ ไม่เคยห่างไกล

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์",['pop']
https://cdn.discordapp.com/attachments/1128313332273782784/1183699635374665728/chirp.mp4?ex=65894931&amp,"Verse 1:
ในค่ำคืนที่เงียบงัน ฉันพบเธอในฝัน
ดวงดาวที่ลอยละล่อง เป็นพยานแห่งรัก
แต่ละหยดฝน ที่หล่นลงมา
เหมือนเสียงหัวใจ ที่เรียกร้องหา

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์ที่อ่อนหวาน ซุกซ่อนความลับ
เราเต้นรำใต้ดาว ฝันในฝัน

Verse 2:
หัวใจที่เต้นรัว เมื่อเธอเข้ามาใกล้
เสียงเพลงของลม ซุบซิบว่ารัก
ทุกย่างก้าวที่เราเดิน บนทางนี้
เป็นคำตอบของฝัน ที่ไม่เคยจางหาย

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์ที่อ่อนหวาน ซุกซ่อนความลับ
เราเต้นรำใต้ดาว ฝันในฝัน

Bridge:
ฝันที่ไม่มีวันจบสิ้น
เพราะในทุกๆ คืน ฉันมีเธอ
แม้ตื่นขึ้นมา ก็ยังคงรู้สึก
ว่ารักนี้ ไม่เคยห่างไกล

Chorus:
เธอคือความฝัน ที่ฉันไม่อยากตื่น
ในโลกที่ไร้เสียง แต่เต็มไปด้วยเธอ
แสงจันทร์",['pop']
https://cdn.discordapp.com/attachments/1128313332273782784/1183700428374933535/chirp.mp4?ex=658949ee&amp,"In the eerie present, madness unfolds,
Dream-shredding demon, angel born of sin, stories untold.

Desire, madness, sin, graves, derision, termination,
Anger's curse, death's roots, cruel hearts, abomination.

Beasts emerge for a feast in the dark abyss,
Demons sing, Satan's disciples, escape dismissed.

I am the dream-shredding demon, emblem weeping,
Blood longs to leave, roots of death in shadows creeping.

No way out, unholy rite tonight,
Pain, pursuit, trials, cleanse, demonic might

[Verse]
In shadows deep, a haunting sound
Dark whispers lurk, all around
Echoes of despair, they ring
Melodies that sadness bring

[Chorus]
Lost in the void, where silence meets
Dark ambient, where darkness greets
Unveiling secrets, mystery untold
Embracing solitude, where shadows unfold",['random']
https://cdn.discordapp.com/attachments/1128313332273782784/1183700428941185024/chirp.mp4?ex=658949ee&amp,"In the eerie present, madness unfolds,
Dream-shredding demon, angel born of sin, stories untold.

Desire, madness, sin, graves, derision, termination,
Anger's curse, death's roots, cruel hearts, abomination.

Beasts emerge for a feast in the dark abyss,
Demons sing, Satan's disciples, escape dismissed.

I am the dream-shredding demon, emblem weeping,
Blood longs to leave, roots of death in shadows creeping.

No way out, unholy rite tonight,
Pain, pursuit, trials, cleanse, demonic might

[Verse]
In shadows deep, a haunting sound
Dark whispers lurk, all around
Echoes of despair, they ring
Melodies that sadness bring

[Chorus]
Lost in the void, where silence meets
Dark ambient, where darkness greets
Unveiling secrets, mystery untold
Embracing solitude, where shadows unfold",['random']
https://cdn.discordapp.com/attachments/1128313332273782784/1183700620134322257/chirp.mp4?ex=65894a1b&amp,"In the eerie present, madness unfolds,
Dream-shredding demon, angel born of sin, stories untold.

Desire, madness, sin, graves, derision, termination,
Anger's curse, death's roots, cruel hearts, abomination.

Beasts emerge for a feast in the dark abyss,
Demons sing, Satan's disciples, escape dismissed.

I am the dream-shredding demon, emblem weeping,
Blood longs to leave, roots of death in shadows creeping.

No way out, unholy rite tonight,
Pain, pursuit, trials, cleanse, demonic might

[Verse]
In shadows deep, a haunting sound
Dark whispers lurk, all around
Echoes of despair, they ring
Melodies that sadness bring

[Chorus]
Lost in the void, where silence meets
Dark ambient, where darkness greets
Unveiling secrets, mystery untold
Embracing solitude, where shadows unfold",['random']
https://cdn.discordapp.com/attachments/1128313332273782784/1183700612383244308/chirp.mp4?ex=65894a1a&amp,"[Verse]
Colin ist schlau, he's got it all
His intellect shines, he stands tall
With a mind so sharp, he conquers it all
Colin ist schlau, he'll never fall

[Chorus]
Colin ist schlau, oh, he's so bright
He's a shining star, day and night
With wisdom and wit, he takes flight
Colin ist schlau, his future is bright",['pop']
